#,id,gender,baseColour,season,year,usage,productDisplayName,category_id
19060,12975,Men,Grey,Fall,2011,Sports,ADIDAS Men Allegra Grey Sports Shoes,26
19061,18641,Men,Black,Fall,2011,Sports,Puma Men  Powercat Graphic Black Tshirts,40
19062,47945,Women,Red,Summer,2012,Casual,Murcia Women Red Handbag,119
19063,9216,Men,Black,Fall,2011,Casual,Puma Men Benecio Canvas Black Casual Shoes,3
19064,48131,Women,Pink,Summer,2012,Casual,Fossil Women Pink Bags,119
19065,46897,Men,Black,Spring,2017,Casual,F5 Men Pack of 3 Deos,154
19066,19793,Men,Navy Blue,Fall,2011,Casual,U.S. Polo Assn. Men Striped Navy Blue Tshirt,40
19067,47179,Men,Black,Summer,2012,Casual,Ganuchi Men Black Sandals,157
19068,17609,Girls,White,Fall,2011,Casual,Doodle Girls Raindrops White Tshirts,40
19069,30817,Women,Rust,Summer,2012,Ethnic,Fabindia Women Rust Leggings,161
19070,29106,Unisex,Black,Summer,2012,Casual,Puma Unisex Graphic Black Cap,93
19071,4509,Men,Beige,Winter,2015,Casual,Skechers Men's Arcade Midway Beige Shoe,3
19072,59271,Women,Steel,Winter,2016,Casual,Titan Women Steel Watch,70
19073,1847,Men,Blue,Summer,2011,Casual,Inkfruit Mens Messy T-shirt,40
19074,56239,Men,Grey,Summer,2016,Casual,SDL by Sweet Dreams Men Grey & Blue Pyjama Set,146
19075,15962,Men,Khaki,Fall,2011,Casual,Turtle Solid Men Khaki Jacket,145
19076,39394,Men,Blue,Summer,2012,Casual,Peter England Men Polo Neck Blue T-shirt,40
19077,38246,Boys,Green,Summer,2012,Casual,Batman Boys Green Printed T-shirt,40
19078,24619,Men,Black,Summer,2012,Casual,Belmonte Men Leather Black Wallet,170
19079,15398,Men,Black,Fall,2011,Sports,Fila Men Impact Black & White Sports Shoes,26
19080,41874,Men,Navy Blue,Fall,2014,Casual,Estd. 1977 Men Navy Blue & Brown Sandals,157
19081,57911,Men,White,Summer,2016,Casual,Fruit of the Loom Men White Pack of Three Socks,75
19082,58165,Women,Cream,Fall,2012,Casual,Rocky S Women Cream Wallet,170
19083,39152,Women,Turquoise Blue,Summer,2012,Ethnic,Aneri Women Turquiose Blue Printed Kurta,87
19084,41048,Men,Black,Winter,2016,Casual,Nautica Men Black Dial Chronograph Watch,70
19085,21991,Women,Brown,Winter,2015,Casual,Murcia Women Casual Brown Handbag,119
19086,11738,Men,Blue,Fall,2011,Casual,Lee Men Stripes Blue T-shirt,40
19087,36926,Men,White,Spring,2017,Casual,Estee Lauder Men Pleasures Perfume,38
19088,20843,Men,White,Summer,2010,Sports,Reebok Men Aviator LP White Sports Shoes,26
19089,58959,Women,Black,Spring,2017,Casual,Colour Me Women Gold Perfume,38
19090,33468,Women,Black,Summer,2012,Casual,Baggit Women Capri Mayur Black Belt,9
19091,18487,Men,Blue,Fall,2011,Casual,Puma Men Washed Blue Jeans,18
19092,26388,Men,Grey,Summer,2012,Casual,Turtle Men Printed Grey T-shirt,40
19093,19555,Women,Blue,Summer,2011,Casual,United Colors of Benetton Women Solid Blue Polo Tshirt,40
19094,8102,Women,Blue,Winter,2016,Casual,Fastrack Women New Analog Steel Blue Watch,70
19095,50308,Men,Red,Summer,2012,Formal,Park Avenue Men Red Tie,132
19096,28212,Men,Copper,Winter,2016,Casual,Ray-Ban Men Carbon Fibre Copper Sunglasses,113
19097,13853,Men,Purple,Fall,2011,Casual,Indigo Nation Men Check Purple Shirts,67
19098,12981,Men,Black,Fall,2011,Casual,ADIDAS Mens Calo 3 Black Flip Flops,81
19099,22728,Women,White,Fall,2011,Sports,Nike Women White Court Majestic Sports Shoes,26
19100,50906,Women,Pink,Fall,2012,Ethnic,Prafful Grey & Pink Coloured Printed Sari,20
19101,49017,Women,Silver,Summer,2013,Casual,Lucera Women Set of Two Silver Ring,54
19102,8330,Boys,White,Fall,2011,Casual,Doodle Boy's Car Print White Green Blue Kidswear,40
19103,46863,Men,Black,Summer,2012,Casual,Lino Perros Men Pack of 2 Socks,75
19104,19767,Unisex,Peach,Winter,2016,Casual,Ice Unisex Sili Peach Watch,70
19105,55448,Women,Red,Spring,2017,Casual,Revlon Latino Kiss Lipcolor 19,98
19106,27854,Women,Maroon,Summer,2012,Casual,Scullers For Her Women Maroon Top,49
19107,28020,Men,Blue,Summer,2016,Casual,Jockey ELANCE Mens Blue Pack of two Briefs 1004,21
19108,31931,Women,Green,Summer,2012,Casual,Fabindia Women Green Crochet Purse,50
19109,26986,Women,Purple,Summer,2012,Casual,Jealous 21 Women Purple Shorts,47
19110,7378,Men,Brown,Winter,2018,Casual,Red Tape Men Brown Casual Floater,157
19111,58357,Men,Brown,Summer,2012,Casual,Locomotive Men Brown T-shirt,40
19112,14078,Men,Grey,Fall,2011,Casual,Flying Machine Men Solid Grey Polo Tshirts,40
19113,44708,Women,Blue,Summer,2012,Casual,Wills Lifestyle Women Blue Striped Shirt,67
19114,39360,Men,Black,Winter,2016,Casual,Timex Men Helix-Pop Black Dial Watch,70
19115,15996,Men,Blue,Fall,2011,Casual,Turtle Check Men Blue Shirt,67
19116,14844,Men,Black,Summer,2011,Casual,United Colors of Benetton Men Solid Black Wallets,170
19117,22942,Women,White,Winter,2016,Casual,Fastrack Women White Casual Watch,70
19118,49473,Men,Grey,Fall,2011,Casual,Vans Men Grey Authentic Casual Shoes,3
19119,8754,Unisex,Red,Fall,2011,Casual,Crocs Kids Duet Red Floater,157
19120,19303,Men,Red,Fall,2011,Sports,Nike Men Waffle Racer II Red Sports Shoes,26
19121,13639,Men,Blue,Summer,2016,Casual,Hanes Men Blue Crew Duo Dry Body Fit Crew T-shirt,13
19122,34827,Men,Grey,Summer,2012,Casual,ADIDAS Men Equale Grey Shoes,26
19123,9686,Men,Navy Blue,Fall,2011,Casual,ADIDAS Men Ess F Logo Navy Blue T-Shirts,40
19124,23890,Men,Black,Summer,2012,Casual,Fila Men Newport Black Sandals,157
19125,43149,Men,White,Summer,2017,Casual,Fastrack Men White Dial Watch N1161SM03,70
19126,55810,Women,Cream,Summer,2017,Casual,SDL by Sweet Dreams Women Cream & Grey Night Suit S11-3186,146
19127,17299,Men,Black,Fall,2011,Sports,Puma Men Pack of 3 Sports Socks,75
19128,43975,Women,Brown,Spring,2017,Casual,DKNY Women Be Delicious Perfume,38
19129,28444,Women,Green,Summer,2012,Casual,Kiara Women Green Handbag,119
19130,20629,Women,Black,Winter,2015,Casual,Baggit Women Chakde Naag Black Handbag,119
19131,10880,Men,Navy Blue,Fall,2011,Casual,Wrangler Men All The Way Photo Print Navy Blue T-Shirts,40
19132,4199,Boys,Yellow,Summer,2011,Casual,Disney Kids Boy's Yellow Royal Sailing Kidswear,40
19133,52209,Women,Silver,Fall,2012,Casual,Lencia Sterling Silver Pendant,129
19134,24289,Men,Black,Summer,2012,Casual,Quiksilver Men Black Sweatshirt,16
19135,5877,Unisex,Red,Summer,2011,Casual,Converse Unisex Skull Print Ox Red Shoe,3
19136,24887,Women,Green,Summer,2012,Casual,United Colors of Benetton Women Green Polo T-shirt,40
19137,5279,Men,White,Summer,2011,Casual,Classic Polo Men's Logo White Grey Polo T-shirt,40
19138,33830,Men,White,Summer,2012,Casual,Puma Men II Biz White Shoes,3
19139,58501,Women,Beige,Fall,2012,Casual,Tonga Brown Animal Print Dress,166
19140,25955,Women,Maroon,Summer,2012,Casual,Femella Women Maroon Scarf,62
19141,44962,Men,Black,Winter,2016,Casual,Maxima Men Black Watch,144
19142,57549,Women,Red,Spring,2017,Casual,Lotus Herbals Floral Glam Apple Berry Lipstick 001,98
19143,52807,Men,Brown,Summer,2012,Casual,JAG Men Chocolate Brown Leather Wallet,170
19144,19131,Men,Grey,Fall,2011,Casual,Lotto Men Sign Grey Slippers,81
19145,49641,Women,White,Summer,2012,Casual,Mineral Women White Top,49
19146,16945,Women,Pink,Winter,2016,Casual,Image Women Classic Eyewear Pink Sunglasses,113
19147,17897,Men,Black,Fall,2011,Sports,Nike Men Football Soccer Black Jacket,145
19148,48793,Women,Silver,Summer,2013,Casual,Lucera Women Silver Pendant,129
19149,46609,Women,Tan,Summer,2012,Casual,Catwalk Women Tan Flats,65
19150,16179,Men,Black,Fall,2011,Casual,Enroute Men Leather Black Casual Shoes,3
19151,2860,Men,Blue,Summer,2011,Casual,Inkfruit Men's Rising Soccer T-shirt,40
19152,34229,Men,Grey,Summer,2013,Casual,Proline Men Grey Comfort Fit Polo T-shirt,40
19153,13057,Women,White,Winter,2016,Casual,Fastrack Women White Dial Watch 2298SM02,70
19154,27262,Women,Olive,Summer,2012,Casual,Arrow Woman Striped Olive Top,49
19155,2400,Men,Navy Blue,Fall,2010,Sports,Puma Navy Blue Men's T-shirt,40
19156,43727,Women,Gold,Summer,2012,Casual,Royal Diadem Set of 2 Golden Bangles,8
19157,31307,Women,Cream,Summer,2012,Ethnic,W Women Cream Printed Kurta,87
19158,12185,Men,Black,Fall,2011,Casual,Basics Men Black Slim Fit Shirt,67
19159,55642,Women,Black,Winter,2015,Casual,Catwalk Women Black Peep Toes,65
19160,47387,Women,Grey,Summer,2012,Casual,Baggit Women Grey Wallet,170
19161,50330,Women,Brown,Summer,2012,Ethnic,Aurelia Women Brown Kurta,87
19162,22710,Women,Purple,Fall,2011,Sports,Nike Women Purple Lunarlite +2 Sports Shoes,26
19163,46255,Women,Brown,Summer,2012,Casual,Fusion Beats Women Multi Coloured Tunic,148
19164,7172,Men,Navy Blue,Fall,2011,Casual,Scullers Men Navy Blue Check Shirt,67
19165,36122,Men,Black,Summer,2012,Casual,OTLS Men Laurel Black Wallet,170
19166,52467,Women,Lavender,Winter,2015,Casual,Red Rose Lavender Camisole,39
19167,39956,Men,Yellow,Fall,2012,Casual,Gas Men Lagoon Yellow Flip Flops,81
19168,20047,Women,Blue,Fall,2011,Casual,United Colors of Benetton Women Solid Blue Cap,93
19169,38884,Boys,Red,Summer,2012,Casual,Allen Solly Kids Boys Flock Print Red T-shirt,40
19170,44502,Men,White,Fall,2012,Casual,Force 10 Men White & Navy Blue Shoes,3
19171,5625,Men,Grey,Summer,2011,Casual,ADIDAS Men's Adi Jumble Grey Flip Flop,81
19172,11700,Men,Green,Fall,2011,Casual,Lee Men Check Green Shirts,67
19173,32582,Women,Yellow,Summer,2012,Casual,ONLY Women Yellow Dotted Print Dress,166
19174,33450,Women,Gold,Fall,2012,Casual,Baggit Women Slap Chamak Gold Clutch,50
19175,58961,Men,White,Spring,2017,Casual,Colour Me Men White Perfume,38
19176,57115,Women,Magenta,Summer,2012,Casual,Elle Magenta Colour Clash Top,49
19177,52655,Women,Mauve,Summer,2012,Casual,Mod-acc Women Mauve Handbag,119
19178,15192,Men,Yellow,Fall,2011,Casual,Arrow Sport Men Solid Yellow Polo Tshirts,40
19179,36310,Boys,Yellow,Summer,2012,Casual,Mr.Men Boys Blazing Yellow T-shirt,40
19180,44730,Women,Grey,Summer,2012,Casual,Globalite Women Black Flip Flops,81
19181,5417,Girls,Blue,Summer,2011,Casual,Ant Kids Girls Blue T-shirt,40
19182,20275,Women,Multi,Winter,2015,Casual,Catwalk Women Casual Multi Flats,65
19183,14040,Men,Yellow,Fall,2011,Casual,Flying Machine Men Check Yellow Shirts,67
19184,53787,Men,White,Summer,2012,Casual,Puma Men White & Green T-shirt,40
19185,41242,Men,Black,Summer,2012,Casual,Arrow Men Black and Brown Reversible Belt,9
19186,11532,Women,Black,Fall,2011,Casual,United Colors of Benetton Women Light Winter Black Tops,49
19187,25707,Women,Black,Winter,2012,Casual,Puma Women Black Handbag,119
19188,57327,Women,White,Winter,2015,Casual,Amante White T-shirt Bra BCMF02,128
19189,40390,Women,Grey Melange,Summer,2012,Casual,Tokyo Talkies Women Grey Melange Top,49
19190,33662,Men,Black,Summer,2012,Casual,Lotto Men Caesar Cross Black Sandals,157
19191,2632,Women,Pink,Fall,2010,Casual,Carlton London Women Pink Ballerinas Shoe,83
19192,43515,Women,Blue,Summer,2012,Casual,French Connection Women Blue Dress,166
19193,47989,Men,Black,Winter,2016,Casual,Helix Men Black Dial watch,70
19194,26182,Women,Beige,Spring,2013,Casual,Rocia Women Beige Casual Sandals,119
19195,55470,Women,Brown,Spring,2017,Casual,Revlon Super Lusterous Chocolate Velvet Lipstick 302,98
19196,8308,Men,Blue,Fall,2012,Sports,Skechers Men's Sports Blue Yellow Shoe,26
19197,28018,Men,Charcoal,Summer,2016,Casual,Jockey ELANCE Men Grey Pack of 2 Briefs 1004,21
19198,6292,Men,Yellow,Summer,2011,Casual,UCB Men's 77 Agent Yellow T-shirt,40
19199,34447,Women,Peach,Summer,2012,Casual,Myntra Women Peace Not War Peach T-shirt,40
19200,46067,Men,Tan,Summer,2012,Formal,Lino Perros Men Tan Leather Belt,9
19201,7340,Men,White,Fall,2011,Casual,Tantra Men's Shanti White T-shirt,40
19202,49813,Women,Purple,Winter,2012,Casual,iPanema Women Purple Flip Flops,81
19203,31909,Women,Pink,Summer,2015,Casual,Heart 2 Heart Women Pink Printed Briefs H2H-9-2011,21
19204,5073,Women,Pink,Winter,2016,Casual,Being Human Women Silicon Strap Pink Watch,70
19205,20611,Women,Red,Winter,2015,Casual,Baggit Women Frankie Hoor Red Handbag,119
19206,36774,Men,White,Winter,2016,Casual,Maxima Men White Dial Attivo Watch,70
19207,45286,Men,Black,Winter,2016,Casual,CASIO Outdoor Men Black Digital Watch SGW-300H-1AVDR S059,70
19208,57743,Women,Skin,Spring,2017,Casual,Lotus Herbals Pure Radiance Soft Beige Daily Foundation 360,153
19209,33206,Women,Green,Summer,2012,Casual,Sepia Women Printed Green T-shirt,40
19210,11156,Men,Red,Fall,2011,Formal,Indigo Nation Men Check Red Ties,132
19211,56691,Men,Red,Summer,2012,Ethnic,Fabindia Men Red Kurta,87
19212,31551,Men,Brown,Summer,2012,Casual,Woodland Men Brown Casual Shoes,3
19213,3384,Women,Black,Winter,2015,Casual,Murcia Women Stitch Black Bag,119
19214,30483,Women,Cream,Summer,2014,Casual,Lovable Women Tease Yellow Bra,128
19215,2256,Men,Blue,Fall,2010,Casual,ADIDAS Mens 3 Striped Navy Blue Polo T-shirt,40
19216,43171,Women,Black,Winter,2016,Casual,Fastrack Women Black Dial Watch,70
19217,48599,Women,Silver,Summer,2012,Casual,Lucera Women Silver Earrings,143
19218,27434,Women,Black,Fall,2015,Sports,Jockey Black Xena Sports Bra 1378,128
19219,46403,Men,Olive,Summer,2012,Casual,ADIDAS Men Olive Printed T-shirt,40
19220,7724,Men,White,Fall,2011,Casual,Fila Men's Illusion White Black Shoe,3
19221,55828,Women,White,Summer,2017,Casual,SDL by Sweet Dreams Women Purple Nightdress,7
19222,22146,Men,Black,Summer,2011,Formal,Lee Cooper Men Black Formal Shoes,23
19223,16373,Men,Charcoal,Fall,2011,Formal,Peter England Men Solid Charcoal Trouser,86
19224,23094,Men,Black,Fall,2011,Casual,Converse Men Slim Smart Black Casual Shoes,3
19225,34023,Boys,Green,Summer,2012,Casual,Palm Tree Boys Printed Green T-shirt,40
19226,49679,Men,Bronze,Winter,2016,Casual,United Colors of Benetton Men Sunglass,113
19227,19109,Men,Beige,Summer,2016,Casual,Campbell Men Pack of 3 Solid T- Shirts,40
19228,55226,Women,Black,Spring,2017,Casual,Lakme Kajal,51
19229,13433,Men,Blue,Summer,2011,Casual,United Colors of Benetton Men Stripes Blue Tshirts,40
19230,43343,Men,White,Summer,2013,Sports,Reebok Men White Sports Shoes,26
19231,22374,Men,Black,Fall,2011,Casual,Mark Taylor Men Black Striped White Shirt,67
19232,51686,Men,Gold,Winter,2016,Casual,Louis Philippe Men Golden Sunglass,113
19233,16141,Women,Yellow,Fall,2011,Casual,Tokyo Talkies Women Printed Yellow Top,49
19234,46631,Men,Black,Spring,2017,Casual,Rasasi Men Chastity Deo,154
19235,7516,Women,Pink,Summer,2011,Sports,Nike Women's Class Pink T-shirt,40
19236,19935,Men,Purple,Fall,2011,Formal,Reid & Taylor Men Formal Purple Tie+Cufflink+Pocket square - Combo Pack,156
19237,34211,Men,Coffee Brown,Winter,2012,Casual,Proline Men Coffee Brown Polo T-shirt,40
19238,17093,Women,Brown,Winter,2015,Casual,Lino Perros Women Flower DK.Brown Wallet,170
19239,50754,Men,Brown,Winter,2018,Casual,Red Chief Men Brown Shoes,3
19240,2858,Men,Grey,Summer,2011,Casual,Mr.Men Men's Mr.Cool Grey T-shirt,40
19241,20423,Women,Brown,Winter,2015,Casual,Baggit Women Fiancee Taj Brown Belt,9
19242,58539,Men,Black,Winter,2016,Casual,Miami Blues Men Sunglasses,113
19243,14616,Men,Grey,Summer,2011,Casual,United Colors of Benetton Men Pack of 3 Grey Socks,75
19244,44166,Men,Orange,Spring,2017,Casual,Nike Fragrances Men On Fire Perfume and Deo Set,30
19245,5241,Men,Grey,Summer,2011,Sports,Reebok Men's Cruiseon Charcoal Grey Shoe,26
19246,37494,Men,White,Winter,2016,Casual,Esprit Men White Dial Watch,70
19247,4393,Men,Black,Summer,2011,Casual,Free Authority Men's Music Machine Black T-shirt,40
19248,52003,Women,Black,Summer,2016,Casual,Inaya Women Black Lounge Top,150
19249,24083,Women,Black,Winter,2015,Casual,Catwalk Women Black Wedges,65
19250,57571,Women,Brown,Spring,2017,Casual,Lotus Herbals Pure Colors Golden Dusk Lipstick 685,98
19251,11364,Women,Magenta,Fall,2011,Casual,United Colors of Benetton Women Magenta Top,49
19252,25151,Women,Black,Winter,2015,Casual,Lino Perros Women Leatherette Black Handbag,119
19253,45888,Men,White,Winter,2016,Casual,Maxima Ssteele Men White Dial Watch,70
19254,37652,Women,Blue,Summer,2012,Casual,Wills Lifestyle Women Blue & Brown Wallet,170
19255,5087,Men,Yellow,Summer,2011,Casual,Wrangler Men's On The Road Striper Yellow Grey T-shirt,40
19256,15502,Women,Brown,Fall,2011,Casual,Carlton London Women Casual Brown Casual Shoes,3
19257,21737,Men,Grey,Fall,2011,Casual,Vans Men TNT 5 Grey Casual Shoes,3
19258,36780,Men,White,Winter,2016,Casual,Maxima Men White Dial Watch,70
19259,4155,Men,Blue,Summer,2011,Sports,Nike Men's Air Max Blue White Shoe,26
19260,45272,Men,Black,Winter,2016,Casual,CASIO Men Black Digital Watch I071,70
19261,10070,Women,Pink,Fall,2011,Casual,Puma Women Large logo tee Pink Tshirts,40
19262,32320,Men,Black,Winter,2016,Casual,Q&Q Men Black Dial Watch,70
19263,56665,Men,Brown,Summer,2012,Casual,United Colors of Benetton Men Brown Shoes,3
19264,4969,Men,Blue,Summer,2011,Casual,Gini and Jony Boy's Kay Blue Kidswear,40
19265,12727,Men,Green,Fall,2011,Casual,Timberland Men Solid Green Polo T-Shirts,40
19266,35939,Men,Blue,Winter,2016,Casual,Flying Machine Men Skinny Blue Jeans,18
19267,8798,Men,Red,Fall,2011,Casual,Scullers Men Red Check Shirt,67
19268,3370,Women,Grey,Spring,2012,Sports,Asics Women Gel Cushioning Running Grey Pink Shoe,26
19269,30477,Women,Beige,Summer,2014,Casual,Lovable Women Encircle Beige Bra,128
19270,43185,Men,Metallic,Winter,2016,Casual,Fastrack Men Gunmetal-Toned Dial Watch N9333PP02,70
19271,54132,Women,Black,Winter,2012,Casual,Rocia Women Black Heels,65
19272,35105,Men,Black,Summer,2012,Casual,Allen Solly Men Black Wallet,170
19273,16387,Men,Orange,Fall,2011,Formal,Peter England Men Stripes Orange Shirt,67
19274,51440,Women,Cream,Summer,2012,Casual,Myntra Women Blue Printed Top,49
19275,50592,Men,Black,Summer,2016,Casual,Chromozome Men Black Briefs,21
19276,17255,Men,Black,Fall,2011,Casual,U.S. Polo Assn. Men Printed Black Tshirt,40
19277,23060,Men,Green,Fall,2011,Casual,Arrow Sport Men Green Striped T-shirt,40
19278,28488,Men,Blue,Summer,2012,Casual,Urban Yoga Men Printed Blue T-shirt,40
19279,6602,Women,Yellow,Summer,2011,Casual,Spykar Women's Paradise Yellow T-shirt,40
19280,47525,Men,Blue,Summer,2016,Casual,Facit Men Blue Brief,21
19281,42265,Men,Blue,Summer,2012,Casual,John Players Men Blue Jeans,18
19282,3142,Men,Black,Summer,2011,Casual,Inkfruit Men's Music Till Death Black T-shirt,40
19283,16989,Men,Black,Spring,2012,Casual,Puma Men Lynx Black Slipper,81
19284,31797,Men,Black,Summer,2012,Casual,Lee Men Smitha Black T-shirt,40
19285,26720,Men,Grey,Summer,2012,Casual,Puma Men Foundation Polo Grey T-shirt,40
19286,12515,Men,Black,Winter,2018,Casual,Red Tape Men Black Shoes,3
19287,9478,Men,Black,Fall,2011,Formal,John Miller Men Black & White Check Shirt,67
19288,2090,Men,Black,Fall,2010,Sports,ADIDAS Mens Polo Black Polo T-shirt,40
19289,30645,Men,Maroon,Summer,2012,Sports,Nike Men Barca Rugby Maroon T-shirt,40
19290,22380,Men,White,Fall,2011,Casual,Mark Taylor Men Red Striped White Shirt,67
19291,51672,Men,Silver,Winter,2016,Casual,Louis Philippe Men Maroon Sunglasses,113
19292,35337,Women,Silver,Winter,2016,Ethnic,Fabindia Women Anusuya Silver Pendant,129
19293,18813,Men,Navy Blue,Summer,2011,Casual,Peter England Men Casual Navy Blue Belt,9
19294,6430,Unisex,Red,Summer,2011,Casual,Lotto Unisex Canvas White Red Shoe,3
19295,17067,Women,Beige,Winter,2015,Casual,Lino Perros Women Stripes Beige Belt,9
19296,23252,Men,Tan,Fall,2011,Formal,Arrow Men Formal Tan Shoe,23
19297,53125,Women,Green,Summer,2012,Casual,Myntra Women Green T-shirt,40
19298,44192,Women,Pink,Winter,2012,Casual,iPanema Women Pink Flip Flops,81
19299,4367,Men,Black,Summer,2011,Casual,Smashing Pumpkins Men's Invasion Black T-shirt,40
19300,25999,Women,Black,Spring,2017,Casual,Paris Hilton Women Heiress Perfume,38
19301,45040,Men,Black,Winter,2016,Casual,Maxima Men Black Attivo Watch,70
19302,15730,Men,Black,Fall,2011,Sports,Nike Men Downshifter 4 MSL Black Sports Shoes,26
19303,21505,Women,Brown,Winter,2015,Casual,Kiara Women Small  Brown Handbag,119
19304,40532,Women,Silver,Winter,2016,Casual,Titan Women Silver Dial Watch,70
19305,1615,Men,Navy Blue,Fall,2010,Casual,Reebok Men Navy Blue Polo T-shirt,40
19306,38428,Women,Brown,Fall,2012,Casual,Baggit Women Brown Clutch,50
19307,24077,Women,Brown,Winter,2015,Casual,Catwalk Women Brown Sandals,65
19308,10242,Women,Grey,Winter,2015,Casual,Murcia Women Mary Grey Handbags,119
19309,32112,Men,Grey,Summer,2016,Casual,Playboy Men Rap Grey Brief,21
19310,6868,Women,Black,Summer,2011,Casual,Forever New Women's Waterfall Sleeve Shift Black Dress,166
19311,27296,Women,Green,Fall,2011,Ethnic,Mother Earth Women Printed Green Kurta,87
19312,42601,Women,Gold,Winter,2016,Casual,Estelle Women Gold Pendant with Chain,129
19313,3526,Women,Black,Summer,2011,Casual,Myntra Women's I Know I Am Not Black T-shirt,40
19314,26344,Women,White,Winter,2016,Casual,DKNY Women White Dial Watch NY8307,70
19315,12171,Men,Orange,Fall,2011,Casual,Basics Men Orange Slim Fit Checked Shirt,67
19316,19599,Women,Blue,Fall,2011,Casual,United Colors of Benetton Women Solid Blue Top,49
19317,6054,Men,Navy Blue,Summer,2011,Casual,UCB Men Linen Grament Navy Shirt,67
19318,47373,Women,Green,Summer,2012,Casual,Baggit Women Green Bag,119
19319,9820,Women,Grey,Fall,2011,Casual,Little Miss Women Printed Dark Grey T-shirt,40
19320,17403,Men,Navy Blue,Summer,2016,Casual,Reid & Taylor Men Solid Navy Blue Socks,75
19321,7186,Women,Blue,Fall,2011,Casual,Jealous 21 Women Supper Skinny Zipped Blue Jeans,18
19322,4703,Unisex,Black,Winter,2016,Sports,ADIDAS Unisex Cambridge Analogue Black Watch,70
19323,45424,Women,White,Winter,2012,Casual,Rocia Women White Sandals,83
19324,15354,Men,Black,Winter,2018,Casual,Red Tape Men Casual Black Casual Shoes,3
19325,52493,Women,White,Winter,2015,Casual,Red Rose White Camisole,39
19326,21161,Women,Grey,Fall,2011,Casual,s.Oliver Women Grey Top,49
19327,53541,Women,White,Summer,2018,Casual,Amante Women Pack of 2 Bikini Briefs PFFL03,21
19328,14286,Men,Grey,Fall,2011,Formal,Belmonte Men Solid Trouser Grey Trousers,86
19329,37004,Women,Blue,Summer,2012,Casual,Lino Perros Women Blue Sling Bag,119
19330,56033,Women,Brown,Spring,2017,Casual,ColorBar Soft Touch Rebel Lipstick 014,98
19331,32576,Women,Orange,Summer,2012,Casual,ONLY Women Orange Party Dress,166
19332,40156,Girls,Green,Summer,2012,Casual,Gini and Jony Girls Core Green Top,49
19333,24413,Men,White,Fall,2013,Sports,ADIDAS Men Swerve Str White Sports Shoes,26
19334,10626,Men,Green,Winter,2012,Casual,Carlton London Men CL Casual Green Casual Shoes,3
19335,15166,Men,Red,Fall,2011,Casual,Arrow Sport Men Stripes Red Polo Tshirts,40
19336,59249,Men,Black,Winter,2016,Casual,Titan Men Black Watch,70
19337,21353,Women,Red,Winter,2016,Casual,Van Heusen Women Oversized Sunglasses VH163-C3,113
19338,4531,Women,Black,Summer,2011,Sports,Puma Women Tazon Black Silver Pink Shoe,26
19339,45616,Men,Black,Summer,2012,Formal,Arrow Men Black Formal Shoes,23
19340,37236,Men,Brown,Summer,2012,Casual,United Colors of Benetton Men Leather Brown Wallet,170
19341,20281,Women,Pink,Winter,2015,Casual,Catwalk Women Casual Pink Flats,65
19342,53773,Men,Black,Summer,2012,Casual,Puma Men Black T-shirt,40
19343,32744,Men,Charcoal,Spring,2013,Casual,Fila Men Dale Charcoal Black Shoes,3
19344,56201,Women,Gold,Winter,2016,Casual,Estelle Women Gold Earring & Pendant Set,142
19345,24621,Men,Black,Summer,2012,Formal,Belmonte Men Leather Black Belt,9
19346,10414,Women,Purple,Fall,2011,Casual,United Colors of Benetton Women Solid Purple T-shirt,40
19347,40364,Women,Navy Blue,Summer,2012,Casual,Tokyo Talkies Women Navy Jeans,18
19348,14888,Women,Coffee Brown,Summer,2011,Casual,United Colors of Benetton Women Solid Coffee Brown Handbags,119
19349,33696,Men,Black,Winter,2012,Casual,Cobblerz Men Black Leather Sandals,157
19350,30013,Men,Black,Winter,2016,Casual,Kenneth Cole Men Black Dial Chronograph Watch,70
19351,48109,Women,Navy Blue,Summer,2012,Casual,French Connection Women Multicoloured Striped Top,49
19352,13291,Men,Green,Fall,2011,Casual,Gini and Jony Kids Boys Printed Green Tshirts,40
19353,54556,Women,White,Summer,2012,Ethnic,Global Desi Women Purple & White Kurta,87
19354,18679,Men,Brown,Summer,2016,Casual,Hanes Men  Brown Boxer Trunks,106
19355,26176,Women,Gold,Winter,2012,Casual,Rocia Women Gold Casual Sandals,83
19356,3714,Men,White,Summer,2011,Casual,Lee Men's White Polo T-shirt,40
19357,17631,Women,Grey,Fall,2011,Casual,Puma Women Fitness Lux Grey Handbag,119
19358,48935,Women,Silver,Summer,2015,Casual,Lucera Women Silver Ring,54
19359,6266,Women,Red,Summer,2011,Casual,Lee Women's Alexa Jasper Red T-shirt,40
19360,47141,Women,Black,Summer,2015,Casual,Be For Bag Women Black and White Combo pack Tote Bags,119
19361,27898,Women,Black,Summer,2012,Casual,Scullers For Her Women Black Top,49
19362,46093,Women,Red,Summer,2012,Casual,ADIDAS Women Red Libria Sandals,83
19363,35561,Girls,Pink,Summer,2012,Casual,Enroute Teens Pink Sandals,157
19364,51024,Women,Cream,Summer,2017,Casual,Enamor Cream Smooth Bra,128
19365,58506,Women,Blue,Fall,2012,Casual,Tonga Women Printed Blue Dress,166
19366,14629,Women,Pink,Summer,2011,Casual,United Colors of Benetton Women Solid Pink Scarves,62
19367,33837,Women,Grey,Summer,2012,Sports,Puma Women Ikonis Grey Sports Shoes,26
